 ID,Ref,tw,hw,lw,lbe,fc,fyb,fyw,rouYb,rouYw,Loading,P,Vmax,Drift,loadCoeff
6R,"Vallenas, J.M., Bertero, V.V. and Popov, E.P. (1979). ""Hysteretic Behaviour of Reinforced Concrete Structural Walls."" Earthquake Engineering Research Center, University of California, Berkeley, CA.",189,3047,2412,,36.26,496.4482759,440,0.0535,0.0067,M,458000,1162200,50,0.032597151
5R,"Vallenas, J.M., Bertero, V.V. and Popov, E.P. (1979). ""Hysteretic Behaviour of Reinforced Concrete Structural Walls."" Earthquake Engineering Research Center, University of California, Berkeley, CA.",189,3047,2412,,37.1,496.4482759,440,0.0535,0.0067,C,458000,1065000,35,0.031859102
R3,"Oesterle, R. G., ""Inelastic Analysis for In-Plane Strength of Reinforced Concrete Shear Walls"", Ph.D. Dissertation submitted to the Graduate School of Northwestern University, Evanston, Illinois, June 1986, 332 pages",102,4572,1905,,24.4,528,483,0.06,0.0022,C,329168,568000,,0.081679619
R4,"Oesterle, R. G., ""Inelastic Analysis for In-Plane Strength of Reinforced Concrete Shear Walls"", Ph.D. Dissertation submitted to the Graduate School of Northwestern University, Evanston, Illinois, June 1986, 332 pages",102,4572,1905,,22.7,503.5,483,0.035,0.0028,C,329168,282000,,0.087796595
A1M,"I. Ghorbani-Renani, N. Velev, R. Tremblay, D. Palermo, B. Massicotte, and P. L. (2009).",200,2700,1300,,28.3,434.5714286,434.5714286,0.0403,0.0059,M,0,459947,,0
A2C,"I. Ghorbani-Renani, N. Velev, R. Tremblay, D. Palermo, B. Massicotte, and P. L. (2009).",200,2700,1300,,28.3,434.5714286,434.5714286,0.0403,0.0059,C,0,429499,27,0
B1M,"I. Ghorbani-Renani, N. Velev, R. Tremblay, D. Palermo, B. Massicotte, and P. L. (2009).",84,1140,548,,47,450,450,0.0356,0.0071,M,0,82889,,0
B2C,"I. Ghorbani-Renani, N. Velev, R. Tremblay, D. Palermo, B. Massicotte, and P. L. (2009).",84,1140,548,,47,450,450,0.0356,0.0071,C,0,81602,13,0
Hirosawa_7-1 (72),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",160,1700,1700,,17.2,394.54,419,0.0568,0.005,C,533120,808500,8.8,0.134062927
Hirosawa_7-2 (73),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",160,1700,1700,,20.8,391.5,419,0.0568,0.005,C,533120,725200,8.6,0.110859729
Hirosawa_7-3 (74),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",160,1700,1700,,20.8,391.5,421.3,0.0568,0.005,C,533120,813400,8.5,0.110859729
Hirosawa_7-4 (75),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",160,1700,1700,,13.7,391.5,421.3,0.0568,0.005,C,533120,808500,8.7,0.168312581
Hirosawa_7-5 (76),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",160,1700,1700,,14.7,391.5,414.9,0.0568,0.005,C,533120,803600,9,0.156862745
Hirosawa_7-6 (77),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",160,1700,1700,,18.3,391.5,414.9,0.0568,0.005,C,533120,911400,17.1,0.1260045
Hirosawa_8-1 (78),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",160,1700,1700,,20.8,394.35,420.4,0.0251,0.005,C,533120,686000,34,0.110859729
Hirosawa_8-2 (79),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",160,1700,1700,,13.7,394.35,420.4,0.0251,0.005,C,533120,617400,8.5,0.168312581
Hirosawa_8-3 (80),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",160,1700,1700,,14.7,394.35,414.9,0.0251,0.005,C,533120,705600,34.2,0.156862745
Hirosawa_8-4 (81),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",160,1700,1700,,18.3,394.35,414.9,0.0251,0.005,C,533120,759500,30.5,0.1260045
Hirosawa_9-1 (82),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",160,1700,850,,20.8,393.4,421.3,0.0991,0.004,C,266560,320950,33.4,0.110859729
Hirosawa_9-2 (83),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",160,1700,850,,17.8,393.4,421.3,0.0991,0.004,C,266560,333200,33.4,0.129543952
Hirosawa_9-3 (84),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",160,1700,850,,17.8,392,414.9,0.0844,0.004,C,266560,323400,34.4,0.129543952
Hirosawa_9-4 (85),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",160,1700,850,,20.8,392,414.9,0.0844,0.004,C,266560,367500,65.3,0.110859729
Ohono_1-1 (157),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",100,400,900,,30,260.4,223.9,0.0503,0.001,M,0,248920,0.7,0
Ohono_1-2 (158),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",100,400,900,,28.6,260.4,223.9,0.0503,0.001,M,0,199920,0.2,0
Yoshizaki_1-1 (165),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",60,860,800,,23.5,382.95,382.95,0.0529,0.0022,M,0,101920,6.2,0
Yoshizaki_1-2 (166),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",60,860,800,,23.5,387.95,387.95,0.0587,0.0073,M,0,147000,6,0
Yoshizaki_1-3 (167),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",60,860,800,,23.5,387.85,387.85,0.0829,0.0044,M,0,135240,6.3,0
Yoshizaki_1-4 (168),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",60,860,800,,23.5,389.2,389.2,0.0888,0.0073,M,0,158760,11.2,0
Yoshizaki_1-5 (169),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",60,860,800,,23.5,409.2,409.2,0.0888,0.0117,M,0,174440,6.5,0
Yoshizaki_2-1 (170),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",60,860,1200,,24.5,382.95,382.95,0.0353,0.0024,M,0,159740,10.1,0
Yoshizaki_2-2 (171),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",60,860,1200,,24.5,408.5181818,408.5181818,0.0392,0.0078,M,0,235200,5,0
Yoshizaki_2-3 (172),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",60,860,1200,,24.5,402.9666667,402.9666667,0.0553,0.0044,M,0,219520,7.8,0
Yoshizaki_2-4 (173),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",60,860,1200,,24.5,409.2,409.2,0.0592,0.0078,M,0,259700,6.1,0
Yoshizaki_2-5 (174),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",60,860,1200,,24.5,415.6,415.6,0.0592,0.0117,M,0,274400,6.4,0
Yoshizaki_3-1 (175),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",60,860,1600,,25.5,382.95,382.95,0.0265,0.0022,M,0,198940,5,0
Yoshizaki_3-2 (176),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",60,860,1600,,25.5,413.0888889,413.0888889,0.0294,0.008,M,0,321342,10,0
Yoshizaki_3-3 (177),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",60,860,1600,,25.5,400.2,400.2,0.0444,0.0036,M,0,318500,5.4,0
Yoshizaki_3-4 (178),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",60,860,1600,,25.5,414.3428571,414.3428571,0.0444,0.008,M,0,382200,6.2,0
Yoshizaki_3-5 (179),"Hirosawa, M., ""Past Experimental Results on Reinforced Concrete Shear Walls and Analysis on Them,"" Kenchiku Kenkyu Shiryo, No. 6, Building Research Institute, Ministry of Construction, Tokyo, March 1975, 279 pages. (in Japanese)",60,860,1600,,25.5,416.68,416.68,0.0473,0.0117,M,0,421400,6.3,0
WSH1,"Dazio, A., Beyer, K., and Bachmann, H., ""Quasi-static cyclic tests and plastic hinge analysis of RC structural walls."" Engineering Structures, 31(7), 2009, pp.1556",150,4560,2000,,45,571.5,583.6,0.0132,0.003,C,689000,336000,30,0.060043573
WSH2,"Dazio, A., Beyer, K., and Bachmann, H., ""Quasi-static cyclic tests and plastic hinge analysis of RC structural walls."" Engineering Structures, 31(7), 2009, pp.1556",150,4560,2000,,40.5,517.6333333,484.9,0.0132,0.003,C,691000,359000,50,0.066908739
WSH3,"Dazio, A., Beyer, K., and Bachmann, H., ""Quasi-static cyclic tests and plastic hinge analysis of RC structural walls."" Engineering Structures, 31(7), 2009, pp.1556",150,4560,2000,,39.2,580.4235294,489,0.0154,0.0054,C,686000,454000,75,0.068627451
WSH4,"Dazio, A., Beyer, K., and Bachmann, H., ""Quasi-static cyclic tests and plastic hinge analysis of RC structural walls."" Engineering Structures, 31(7), 2009, pp.1556",150,4560,2000,,40.9,580.9823529,580.9823529,0.0154,0.0054,C,695000,443000,45,0.066637902
WSH5,"Dazio, A., Beyer, K., and Bachmann, H., ""Quasi-static cyclic tests and plastic hinge analysis of RC structural walls."" Engineering Structures, 31(7), 2009, pp.1556",150,4560,2000,,38.3,543.2,562.2,0.0067,0.0027,C,1474000,439000,32,0.150924077
WSH6,"Dazio, A., Beyer, K., and Bachmann, H., ""Quasi-static cyclic tests and plastic hinge analysis of RC structural walls."" Engineering Structures, 31(7), 2009, pp.1556",150,4520,2000,,45.6,580.9823529,518.9,0.0154,0.0054,C,1476000,597000,52,0.126934985
WMCC,"Villalobos, E. (2014), ""Response of reinforced concrete structural walls with discontinuities in their geometry and reinforcement configuration,"" Ph.D. Thesis, Department of Civil Engineering, Purdue University, West Lafayette, IN, August.",203,3315,1524,,30.7,450,482.6,0.049,0.004,C,889644,702819,100,0.110199075
WMCN,"Villalobos, E. (2014), ""Response of reinforced concrete structural walls with discontinuities in their geometry and reinforcement configuration,"" Ph.D. Thesis, Department of Civil Engineering, Purdue University, West Lafayette, IN, August.",203,3315,1524,,30.3,450,450,0.049,0.004,C,889644,693923,83,0.111653848
W60N,"Villalobos, E. (2014), ""Response of reinforced concrete structural walls with discontinuities in their geometry and reinforcement configuration,"" Ph.D. Thesis, Department of Civil Engineering, Purdue University, West Lafayette, IN, August.",203,3315,1524,,33.8,450,450,0.049,0.004,C,889644,707267,51,0.100092059
W60C,"Villalobos, E. (2014), ""Response of reinforced concrete structural walls with discontinuities in their geometry and reinforcement configuration,"" Ph.D. Thesis, Department of Civil Engineering, Purdue University, West Lafayette, IN, August.",203,3315,1524,,31.4,450,482.6,0.049,0.004,C,889644,720612,52,0.107742407
W40C,"Villalobos, E. (2014), ""Response of reinforced concrete structural walls with discontinuities in their geometry and reinforcement configuration,"" Ph.D. Thesis, Department of Civil Engineering, Purdue University, West Lafayette, IN, August.",203,3315,1524,,31,450,482.6,0.049,0.004,C,889644,720612,51,0.109132632
W60N2,"Villalobos, E. (2014), ""Response of reinforced concrete structural walls with discontinuities in their geometry and reinforcement configuration,"" Ph.D. Thesis, Department of Civil Engineering, Purdue University, West Lafayette, IN, August.",203,3315,1524,,31.7,454,454,0.049,0.004,C,889644,756198,50,0.106722763
SW7,"Zhang, Y., and Wang, Z. (2000),",100,1500,700,,36.8,362.1428571,362.1428571,0.0088,0.0067,C,498960,201200,10,0.227877238
SW8,"Zhang, Y., and Wang, Z. (2000),",100,1500,700,,40.2,377.5714286,377.5714286,0.0065,0.0067,C,784000,224000,11,0.3277729
SW9,"Zhang, Y., and Wang, Z. (2000),",100,1500,700,,43.1,345,345,0.018,0.0067,C,594720,303500,15,0.231909376
SRCW12,"Zhang, Y., and Wang, Z. (2000),",100,1500,700,,34.7,365.5714286,365.5714286,0.0153,0.0067,C,688450,266000,14,0.333446347
W4,"Hube, M. A., Marihuen, A., Llera, J. C. de la, and Stojadinovic, B. (2014), ""Seismic Behavior of Slender Reinforced Concrete Walls."" Engineering Structures 80(2014), pp. 377-388.",75,1750,700,,27.4,452.3428571,0,0.0049,0.0067,C,216000,113000,,0.176654603
W5,"Hube, M. A., Marihuen, A., Llera, J. C. de la, and Stojadinovic, B. (2014), ""Seismic Behavior of Slender Reinforced Concrete Walls."" Engineering Structures 80(2014), pp. 377-388.",100,1330,700,,27.4,459.0857143,0,0.0045,0.0072,C,287000,191000,,0.176041219
W6,"Hube, M. A., Marihuen, A., Llera, J. C. de la, and Stojadinovic, B. (2014), ""Seismic Behavior of Slender Reinforced Concrete Walls."" Engineering Structures 80(2014), pp. 377-388.",100,1750,700,,27.4,445.6,0,0,0.0134,C,287000,138000,,0.176041219
W7,"Hube, M. A., Marihuen, A., Llera, J. C. de la, and Stojadinovic, B. (2014), ""Seismic Behavior of Slender Reinforced Concrete Walls."" Engineering Structures 80(2014), pp. 377-388.",100,1750,700,,27.4,459.0857143,0,0.0045,0.0072,C,287000,149000,,0.176041219
W8,"Hube, M. A., Marihuen, A., Llera, J. C. de la, and Stojadinovic, B. (2014), ""Seismic Behavior of Slender Reinforced Concrete Walls."" Engineering Structures 80(2014), pp. 377-388.",100,1750,700,,27.4,459.0857143,608.9,0.0045,0.0072,C,287000,156000,,0.176041219
W9,"Hube, M. A., Marihuen, A., Llera, J. C. de la, and Stojadinovic, B. (2014), ""Seismic Behavior of Slender Reinforced Concrete Walls."" Engineering Structures 80(2014), pp. 377-388.",100,1750,700,,27.4,459.0857143,0,0.0045,0.0072,C,287000,145000,,0.176041219
1,"Hidalgo, P. A., Ledezma, C. A., and Jordan, R. M. ""Seismic Behavior of Squat Reinforced Concrete Shear Walls"". Earthquake Spectra, 18(2),2002. pp. 287",120,1000,1000,,19.4,392,392,,0.0025,C,0,198000,13.2,0
2,"Hidalgo, P. A., Ledezma, C. A., and Jordan, R. M. ""Seismic Behavior of Squat Reinforced Concrete Shear Walls"". Earthquake Spectra, 18(2),2002. pp. 287",120,1000,1000,,19.6,402,402,,0.0025,C,0,270000,15,0
4,"Hidalgo, P. A., Ledezma, C. A., and Jordan, R. M. ""Seismic Behavior of Squat Reinforced Concrete Shear Walls"". Earthquake Spectra, 18(2),2002. pp. 287",120,1000,1000,,19.5,402,402,,0.0025,C,0,324000,15,0
6,"Hidalgo, P. A., Ledezma, C. A., and Jordan, R. M. ""Seismic Behavior of Squat Reinforced Concrete Shear Walls"". Earthquake Spectra, 18(2),2002. pp. 287",120,900,1300,,17.6,314,314,,0.0026,C,0,309000,7.9,0
7,"Hidalgo, P. A., Ledezma, C. A., and Jordan, R. M. ""Seismic Behavior of Squat Reinforced Concrete Shear Walls"". Earthquake Spectra, 18(2),2002. pp. 287",120,900,1300,,18.1,471,471,,0.0013,C,0,364000,11.3,0
8,"Hidalgo, P. A., Ledezma, C. A., and Jordan, R. M. ""Seismic Behavior of Squat Reinforced Concrete Shear Walls"". Earthquake Spectra, 18(2),2002. pp. 287",120,900,1300,,15.7,471,471,,0.0026,C,0,374000,9.9,0
9,"Hidalgo, P. A., Ledezma, C. A., and Jordan, R. M. ""Seismic Behavior of Squat Reinforced Concrete Shear Walls"". Earthquake Spectra, 18(2),2002. pp. 287",100,900,1300,,17.6,366,366,,0.0026,C,0,258000,9.7,0
10,"Hidalgo, P. A., Ledezma, C. A., and Jordan, R. M. ""Seismic Behavior of Squat Reinforced Concrete Shear Walls"". Earthquake Spectra, 18(2),2002. pp. 287",80,900,1300,,16.4,367,367,,0.0025,C,0,187000,8.3,0
11,"Hidalgo, P. A., Ledezma, C. A., and Jordan, R. M. ""Seismic Behavior of Squat Reinforced Concrete Shear Walls"". Earthquake Spectra, 18(2),2002. pp. 287",100,700,1400,,16.3,362,362,,0.0026,C,0,235000,4.9,0
12,"Hidalgo, P. A., Ledezma, C. A., and Jordan, R. M. ""Seismic Behavior of Squat Reinforced Concrete Shear Walls"". Earthquake Spectra, 18(2),2002. pp. 287",100,700,1400,,17,366,366,,0.0013,C,0,304000,7,0
13,"Hidalgo, P. A., Ledezma, C. A., and Jordan, R. M. ""Seismic Behavior of Squat Reinforced Concrete Shear Walls"". Earthquake Spectra, 18(2),2002. pp. 287",100,700,1400,,18.1,370,370,,0.0026,C,0,289000,4.9,0
14,"Hidalgo, P. A., Ledezma, C. A., and Jordan, R. M. ""Seismic Behavior of Squat Reinforced Concrete Shear Walls"". Earthquake Spectra, 18(2),2002. pp. 287",80,600,1700,,17.1,366,366,,0.0025,C,0,255000,3.3,0
15,"Hidalgo, P. A., Ledezma, C. A., and Jordan, R. M. ""Seismic Behavior of Squat Reinforced Concrete Shear Walls"". Earthquake Spectra, 18(2),2002. pp. 287",80,600,1700,,19,366,366,,0.0013,C,0,368000,5,0
16,"Hidalgo, P. A., Ledezma, C. A., and Jordan, R. M. ""Seismic Behavior of Squat Reinforced Concrete Shear Walls"". Earthquake Spectra, 18(2),2002. pp. 287",80,600,1700,,18.8,366,366,,0.0025,C,0,362000,4.4,0
23,"Hidalgo, P. A., Ledezma, C. A., and Jordan, R. M. ""Seismic Behavior of Squat Reinforced Concrete Shear Walls"". Earthquake Spectra, 18(2),2002. pp. 287",100,900,1300,,24.2,431,431,,0,C,0,333000,6.5,0
24,"Hidalgo, P. A., Ledezma, C. A., and Jordan, R. M. ""Seismic Behavior of Squat Reinforced Concrete Shear Walls"". Earthquake Spectra, 18(2),2002. pp. 287",100,900,1300,,23.9,431,431,,0.0025,C,0,323000,3.8,0
27,"Hidalgo, P. A., Ledezma, C. A., and Jordan, R. M. ""Seismic Behavior of Squat Reinforced Concrete Shear Walls"". Earthquake Spectra, 18(2),2002. pp. 287",100,700,1400,,23.9,431,431,,0,C,0,491000,9,0
28,"Hidalgo, P. A., Ledezma, C. A., and Jordan, R. M. ""Seismic Behavior of Squat Reinforced Concrete Shear Walls"". Earthquake Spectra, 18(2),2002. pp. 287",100,700,1400,,23.3,431,431,,0.0025,C,0,258000,4.3,0
31,"Hidalgo, P. A., Ledezma, C. A., and Jordan, R. M. ""Seismic Behavior of Squat Reinforced Concrete Shear Walls"". Earthquake Spectra, 18(2),2002. pp. 287",80,525,1500,,23.1,431,431,,0,C,0,391000,3.7,0
32,"Hidalgo, P. A., Ledezma, C. A., and Jordan, R. M. ""Seismic Behavior of Squat Reinforced Concrete Shear Walls"". Earthquake Spectra, 18(2),2002. pp. 287",80,525,1500,,23.3,431,431,,0.0025,C,0,344000,4,0
W2,"Han, S. W., Oh, Y.-H., & Lee, L.-H. (2002). Seismic behaviour of structural walls with specific details. Magazine of Concrete Research, 54(5), 332",200,3000,1500,,34.2,359,335,0.0127,0.0032,C,1026000,442900,55,0.117647059
W3,"Han, S. W., Oh, Y.-H., & Lee, L.-H. (2002). Seismic behaviour of structural walls with specific details. Magazine of Concrete Research, 54(5), 333",200,4500,1500,,36.9,359,335,0.0127,0.0032,C,1107000,321400,41,0.117647059
PW1,"Birely, A. C. (2011). ""Seismic Performance of Slender Reinforced Concrete Structural Walls."" PhD thesis, University of Washington.",152,4691,3048,,36,551.5555556,522,0.035,0.0028,C,1597000,836224,55,0.112648377
PW2,"Birely, A. C. (2011). ""Seismic Performance of Slender Reinforced Concrete Structural Walls."" PhD thesis, University of Washington.",152,4691,3048,,40.2,551.5555556,522,0.035,0.0028,C,2429000,1227648,36,0.15343484
PW3,"Birely, A. C. (2011). ""Seismic Performance of Slender Reinforced Concrete Structural Walls."" PhD thesis, University of Washington.",152,4691,3048,,34.3,353,522,0.0201,0.0157,C,1601000,1005248,36,0.118527667
PW4,"Birely, A. C. (2011). ""Seismic Performance of Slender Reinforced Concrete Structural Walls."" PhD thesis, University of Washington.",152,4691,3048,,29.4,490.8888889,522,0.035,0.0028,C,1601000,969664,36,0.138282278
Jiang_DSW-1A,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 69-88",67,933,1667,,19.1,325,325,0.0192,0.0099,C,0,316300,7.5,0
Jiang_DSW-1B,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 69-89",67,933,1667,,19.1,325,325,0.0192,0.0099,C,200000,399500,8.8,0.110297914
Jiang_DSW-1C,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 69-90",67,933,1667,,19.1,325,325,0.0192,0.0099,C,400000,487900,8.1,0.220595829
Jiang_DSW-2A,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 69-91",67,933,1667,,16.6,319.4,325,0.031,0.0099,C,0,307300,7.4,0
Jiang_DSW-2B,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 69-92",67,933,1667,,16.6,319.4,325,0.031,0.0099,C,200000,381100,6.2,0.126909046
Jiang_DSW-2C,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 69-93",67,933,1667,,16.6,319.4,325,0.031,0.0099,C,400000,469100,6,0.253818092
Jiang_DSW-3A,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 69-94",67,933,1667,,16.2,318.2,325,0.0503,0.0099,C,0,307700,6,0
Jiang_DSW-3B,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 69-95",67,933,1667,,16.2,318.2,325,0.0503,0.0099,C,200000,393600,5.4,0.130042603
Jiang_DSW-3C,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 69-96",67,933,1667,,16.2,318.2,325,0.0503,0.0099,C,400000,473000,6.1,0.260085205
Jiang_SSW-T,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 69-97",75,2900,1000,,24.1,289,289,0.0233,0.0091,C,200000,124650,18,0.130176552
Jiang_DSW-T,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 69-98",75,2900,1000,,24.9,289,289,0.0233,0.0091,C,200000,90040,70,0.125994173
Ji_SW1,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 86-101",60,3000,1000,,14.56,412.52,452.9,0.094,0.004,C,220000,91600,23.4,0.296272355
